Code,52w Low,52w High,Long-Term Trend,RSI (14),MACD,1 Day,RR Week 1,RR Week 2,RR Week 3,RR Week 4,RR Week 6,RR Week 8,RR Week 13,RR Week 19,RR Week 26,RR Week 39,RR Week 52,Close Price,Price Close Today,Price Week 1,Price Week 2,Price Week 3,Price Week 4,Price Week 13,Price Week 26,Price Week 52,Trend RR,Over Extention Risk,Trend Score,Trend Move,Liquidity Score,Liquidity Move,Volatility Score,Upside Pressure Risk,Market Cap Rank,Ranking,Overall Momentum Score,Overall Risk,Expected Move Up,Expected Move Down,Directional Expected Move,Market cap Measured,Exit Reason,Final Score,CFS Smooth,CFS Move,Micro Regime Period,Trend Category,Volatility Category,Liquidity Category,Micro Regime,Macro VT Regime,Micro R Smooth,Market Regime Category,Price Last Friday,Upper Price Limit,Lower Price Limit,Target Price Limit,Stop price Limit,Market Standing Score,Final Verdict,EMA Final Verdict,Momentum Category,Behavioural Classifier,Confidence State,PE Valuation,Overall Risk Class,Breakout classifier,Sector,TYPE,Exchange abbreviation,Company
MCGG,13.41,17.59,Bearish,39,Negative,1.35%,0.59%,-0.72%,-2.49%,-4.19%,-7.30%,-6.28%,-20.37%,-14.14%,-2.07%,-9.38%,-9.86%,13.72,$14.050,$13.640,$13.820,$14.070,$14.320,$17.230,$14.010,$15.220,-20.13%,0.80%,-0.238,0.029,1.248,0.064,1.675,27.59%,1742,1730,8.40%,42.40%,10.00%,21.02%,-7.23%,0,Stress-Drawdown,28.40%,24.63%,3.772%,5,Fading – Breaking,Calm,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$13.720,$15.09,$10.84,$12.728,$13.090,1.860,Weak,Weak – Better,Drop Phase,Inspect,Strong,NA,Caution,Breakout Tilt,Financials ,ETF,XASX,Munro Concentrated Global Growth Active ETF
MCM,0.11,0.37,Neutral,46,Negative,-2.80%,-1.82%,-1.82%,1.89%,-5.26%,-1.82%,-1.82%,-8.47%,-8.47%,-14.29%,25.58%,125.00%,0.27,$0.260,$0.275,$0.275,$0.265,$0.285,$0.295,$0.315,$0.120,-0.18%,0.13%,-0.038,-0.046,1.346,-0.003,2.047,10.50%,562,917,15.50%,43.80%,10.86%,19.08%,-0.68%,219680552,Stress-Drawdown,25.50%,29.18%,-3.682%,9,Sideways – Soft,Low,Scarce,Neutral,Calm - Sideways,Fading,Unstable_Weak,$0.270,$0.30,$0.22,$0.268,$0.257,1.751,Weak,Weak – Ease,Fading,Faded,Moderate,NA,Caution,Breakout Tilt,Energy,Ordinary,XASX,MC Mining Limited Ordinary
MCO,0.01,0.042,Bullish,53,Positive,-18.18%,4.76%,0.00%,0.00%,0.00%,0.00%,10.00%,37.50%,120.00%,57.14%,69.23%,37.50%,0.022,$0.018,$0.021,$0.022,$0.022,$0.022,$0.016,$0.014,$0.016,5.93%,4.95%,0.297,-0.028,1.488,0.133,2.115,4.25%,1452,385,39.50%,43.00%,45.00%,45.00%,20.71%,10864980,Stress-Drawdown,52.70%,46.01%,6.695%,3,Uptrend – Better,Low,Scarce,Neutral,Medium - Fading,Downside,Unstable_Weak,$0.022,$0.03,$0.01,$0.027,$0.020,1.427,Weak,Weak – Active,Climbing,Inspect,Moderate,NA,Caution,Breakout,Materials,Ordinary,XASX,Myeco Group Ltd Ordinary
MCP,0.115,0.275,Bearish,48,Negative,2.98%,4.08%,2.00%,-1.92%,-5.56%,-20.31%,-15.00%,-12.07%,-7.27%,-29.17%,-47.96%,-50.96%,0.1275,$0.130,$0.123,$0.125,$0.130,$0.135,$0.145,$0.180,$0.260,-28.71%,1.01%,-0.321,0.039,2.020,-0.421,2.019,27.46%,1263,2019,7.60%,47.00%,15.69%,45.00%,-14.55%,18713383,Trader Choice,16.10%,11.32%,4.784%,1,Fading – Breaking,Low,Limited,Fading,Medium - Downtrend,Downside,Unstable_Weak,$0.128,$0.15,$0.07,$0.109,$0.124,1.187,Weak,Weak – Better,Drop Phase,Inspect,Moderate,NA,Caution,Neutral,Consumer Staples,Ordinary,XASX,McPherson's Limited Ordinary
MCY,4.96,5.99,Bullish,54,Negative,-1.43%,4.28%,2.94%,-2.27%,-5.56%,0.90%,0.72%,-1.58%,1.45%,3.32%,2.56%,-1.58%,5.6,$5.470,$5.370,$5.440,$5.730,$5.930,$5.690,$5.420,$5.690,-4.44%,3.80%,-0.020,0.045,1.632,-0.008,1.644,14.01%,81,669,19.80%,22.10%,10.00%,17.10%,-4.75%,7794974270,Trader Choice,29.50%,33.57%,-4.066%,1,Sideways – Calm,Calm,Scarce,Neutral,Low - Fading,Downside,Unstable_Weak,$5.600,$6.16,$4.64,$5.334,$5.600,7.330,Recheck,Monitor – Ease,Fading,Inspect,Weak,Caution Premium,Assured,Breakout,Utilities,Ordinary,XASX,Mercury NZ Limited Ordinary Foreign Exempt NZX
MDI,0.01,0.065,Bearish,50,Negative,-7.14%,0.00%,7.69%,0.00%,-6.67%,-6.67%,0.00%,0.00%,-33.33%,-56.25%,-53.33%,-67.44%,0.014,$0.013,$0.014,$0.013,$0.014,$0.015,$0.014,$0.032,$0.043,-8.37%,0.45%,-0.320,0.088,3.370,0.127,2.829,30.87%,1389,1811,12.80%,48.60%,45.00%,45.00%,-10.03%,12913183.4,Trader Choice,28.00%,23.20%,4.796%,4,Fading – Breaking,Spiked,Standard,Fading,Medium - Fading,Downside,Unstable_Weak,$0.014,$0.02,$0.01,$0.013,$0.013,1.483,Weak,Weak – Better,Drop Phase,Inspect,Strong,NA,Exposed,Neutral,Materials,Ordinary,XASX,Middle Island Resources Limited Ordinary
MDX,0.017,0.06,Bullish,45,Positive,0.00%,-7.89%,-12.50%,-14.63%,-20.45%,45.83%,94.44%,75.00%,94.44%,12.90%,-16.67%,-44.44%,0.035,$0.035,$0.038,$0.040,$0.041,$0.044,$0.020,$0.031,$0.063,-3.98%,9.25%,0.477,-0.146,1.892,-0.009,2.954,29.36%,789,529,37.30%,58.00%,45.00%,45.00%,16.55%,82712665,Trader Choice,45.50%,41.23%,4.270%,1,Uptrend – Calm,Volatile,Limited,Rising,Medium - Fading,Neutral,Unstable_Weak,$0.035,$0.05,$0.02,$0.041,$0.029,1.563,Weak,Weak – Better,Climbing,Faded,Moderate,NA,Exposed,Neutral,Materials,Ordinary,XASX,Mindax Limited Ordinary
MEC,1.09,1.39,Bearish,42,Negative,0.44%,0.42%,2.16%,-0.84%,-5.95%,-1.66%,-6.69%,-10.23%,-3.27%,4.87%,8.72%,3.95%,1.185,$1.175,$1.180,$1.160,$1.195,$1.260,$1.320,$1.130,$1.140,0.00%,0.48%,-0.131,0.028,1.244,0.058,1.880,14.24%,1042,1334,12.50%,43.00%,10.00%,17.08%,-3.96%,35266696.75,Stress-Drawdown,28.30%,26.36%,1.943%,4,Fading – Soft,Low,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$1.185,$1.30,$0.98,$1.138,$1.143,1.483,Weak,Weak – Calm,Drop Phase,Inspect,Strong,Distressed Cheap,Caution,Breakout Tilt,Financials ,Ordinary,XASX,Morphic Ethical Equities Fund Limited Ordinary
MEG,0.013,0.041,Bearish,17,Negative,-11.86%,0.00%,-23.53%,-23.53%,-23.53%,-27.78%,-31.58%,-23.53%,-31.58%,-38.10%,-59.38%,-45.83%,0.013,$0.011,$0.013,$0.017,$0.017,$0.017,$0.017,$0.021,$0.024,-21.55%,0.00%,-0.584,-0.117,1.599,0.096,2.651,47.88%,1538,2156,0.90%,59.20%,45.00%,45.00%,-14.97%,7927516.3,Trader Choice,18.00%,15.69%,2.313%,2,Downtrend – Breaking,Spiked,Scarce,Downside,Medium - Fading,Downside,Unstable_Weak,$0.013,$0.02,$0.01,$0.011,$0.013,1.449,Weak,Weak – Calm,Drop Phase,Faded,Weak,NA,Exposed,Breakdown,Materials,Ordinary,XASX,Megado Minerals Ltd Ordinary
MEI,0.115,0.26,Bearish,42,Negative,1.50%,-5.26%,-10.00%,-16.28%,-14.29%,-10.00%,0.00%,16.13%,-12.20%,9.09%,28.57%,28.57%,0.18,$0.190,$0.190,$0.200,$0.215,$0.210,$0.155,$0.165,$0.140,-2.78%,1.46%,-0.014,-0.131,3.242,-0.155,2.075,23.87%,381,359,21.90%,38.10%,13.68%,26.97%,-5.71%,552257610,Trader Choice,35.00%,34.73%,0.274%,1,Sideways – Soft,Low,Fair,Fading,Medium - Fading,Fading,Unstable_Weak,$0.180,$0.20,$0.13,$0.170,$0.154,2.681,Recheck,Recheck – Calm,Fading,Collapsed,Fragile,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Meteoric Resources Limited Ordinary
MEK,0.083,0.305,Neutral,50,Positive,4.46%,-7.69%,-4.00%,-7.69%,-7.69%,14.29%,31.87%,14.29%,-14.29%,-25.00%,-54.72%,-40.00%,0.12,$0.135,$0.130,$0.125,$0.130,$0.130,$0.105,$0.160,$0.200,-5.12%,4.06%,0.096,-0.102,4.482,0.250,2.353,21.55%,424,172,46.30%,36.60%,16.67%,19.64%,-2.51%,418762305,Trader Choice,48.10%,44.05%,4.045%,1,Uptrend – Soft,Medium,Available,Neutral,Medium - Fading,Neutral,Unstable_Weak,$0.120,$0.14,$0.10,$0.117,$0.100,2.398,Monitor,Recheck – Better,Rising,Faded,Strong,Balanced Value,Balanced,Breakout Tilt,Materials,Ordinary,XASX,Meeka Metals Limited Ordinary
MEL,0.001,0.036,Bullish,66,Positive,0.00%,-5.00%,58.33%,72.73%,111.11%,46.15%,58.33%,46.15%,35.71%,5.56%,-32.14%,850.00%,0.019,$0.019,$0.020,$0.012,$0.011,$0.009,$0.013,$0.018,$0.002,2.31%,20.54%,0.541,0.276,3.045,0.140,3.086,18.01%,1738,223,54.50%,53.30%,45.00%,45.00%,18.38%,698103.32,Trader Choice,42.70%,38.21%,4.491%,2,Surged – Better,Volatile,Fair,Upside,Calm - Sideways,Rising,Unstable_Weak,$0.019,$0.03,$0.01,$0.022,$0.013,1.000,Weak,Weak – Better,Soaring,Improved,Very Strong,NA,Exposed,Neutral,Energy,Ordinary,XASX,Metgasco Ltd Ordinary
MEM,0.003,0.009,Neutral,50,Negative,-16.67%,20.00%,0.00%,20.00%,0.00%,0.00%,-14.29%,0.00%,20.00%,20.00%,20.00%,33.33%,0.006,$0.005,$0.005,$0.006,$0.005,$0.006,$0.006,$0.005,$0.005,1.41%,4.54%,-0.140,0.138,3.793,0.515,2.572,15.84%,1333,778,25.90%,41.40%,45.00%,45.00%,-3.99%,15436170,Trader Choice,38.70%,32.03%,6.672%,1,Fading – Calm,Medium,Standard,Neutral,Calm - Uptrend,Downside,Unstable_Weak,$0.006,$0.01,$0.00,$0.006,$0.005,1.585,Weak,Weak – Active,Stable,Active,Very Strong,NA,Caution,Neutral,Health Care,Ordinary,XASX,Memphasys Limited Ordinary
MEU,0.05,0.185,Bearish,26,Negative,5.57%,-10.98%,-23.96%,-24.74%,-25.51%,-23.96%,-7.59%,-15.12%,-36.52%,-27.00%,-33.64%,43.14%,0.073,$0.072,$0.082,$0.096,$0.097,$0.098,$0.086,$0.100,$0.051,-26.41%,1.28%,-0.352,-0.223,3.030,0.100,2.527,42.14%,762,1830,8.20%,51.30%,27.40%,39.37%,-10.53%,93270024,Trader Choice,18.20%,21.60%,-3.400%,1,Fading – Breaking,Medium,Fair,Downside,Calm - Sideways,Fading,Unstable_Weak,$0.073,$0.09,$0.04,$0.065,$0.059,1.509,Weak,Recheck – Ease,Drop Phase,Collapsed,Fragile,NA,Exposed,Neutral,Energy,Ordinary,XASX,Marmota Limited Ordinary
MEX,0.037,0.29,Bearish,43,Negative,-3.45%,-8.47%,-6.90%,-8.47%,-14.29%,-5.26%,5.88%,-12.90%,-38.64%,-50.91%,-66.25%,NA,0.054,$0.054,$0.059,$0.058,$0.059,$0.063,$0.062,$0.110,$0.000,-5.16%,0.19%,-0.280,-0.095,2.291,0.549,2.197,28.04%,1469,1971,8.60%,47.10%,37.04%,37.21%,-9.35%,10365759,Trader Choice,27.20%,22.85%,4.346%,1,Fading – Breaking,Medium,Limited,Fading,Medium - Fading,Downside,Unstable_Weak,$0.054,$0.07,$0.03,$0.049,$0.046,1.252,Weak,Weak – Better,Drop Phase,Inspect,Strong,NA,Caution,Neutral,Materials,Ordinary,XASX,Minerals Exploration Limited Ordinary
MEZ,4.2,5.3,Bearish,44,Negative,2.09%,0.70%,-1.38%,-2.05%,-8.32%,-7.92%,-8.70%,-10.97%,-11.16%,-4.87%,-10.42%,-13.48%,4.3,$4.470,$4.270,$4.360,$4.390,$4.690,$4.830,$4.520,$4.970,-11.94%,2.21%,-0.208,0.009,2.190,-0.008,1.697,22.58%,51,1008,14.90%,22.60%,10.00%,21.34%,-8.58%,11839228590,Trader Choice,26.20%,31.28%,-5.078%,4,Fading – Breaking,Calm,Limited,Fading,Low - Fading,Fading,Unstable_Weak,$4.300,$4.73,$3.38,$3.931,$4.193,7.762,Weak,Monitor – Ease,Fading,Faded,Strong,Extreme Premium,Assured,Breakout Tilt,Utilities,Ordinary,XASX,Meridian Energy Limited Ordinary Foreign Exempt NZX
MFD,0.096,0.55,Bearish,35,Negative,4.08%,-1.00%,-1.00%,-13.91%,-5.71%,-23.85%,-26.67%,-61.92%,-68.57%,-72.11%,-79.38%,-71.30%,0.099,$0.115,$0.100,$0.100,$0.115,$0.105,$0.260,$0.355,$0.345,-39.08%,0.72%,-0.806,0.074,1.404,0.164,3.094,49.41%,1407,2194,0.50%,64.30%,20.20%,45.00%,-16.00%,12143356,Trader Choice,14.60%,11.96%,2.636%,6,Downtrend – Breaking,Volatile,Scarce,Downside,Medium - Fading,Downside,Unstable_Weak,$0.099,$0.12,$0.05,$0.083,$0.099,1.098,Weak,Weak – Calm,Drop Phase,Inspect,Weak,NA,Exposed,Breakdown Tilt,Consumer Discretionary,Ordinary,XASX,Mayfield Childcare Limited Ordinary
MFF,4.4,5.48,Bullish,55,Positive,0.47%,1.70%,-0.74%,-0.19%,1.13%,0.00%,4.05%,5.69%,12.06%,22.50%,7.80%,11.36%,5.39,$5.460,$5.300,$5.430,$5.400,$5.330,$5.100,$4.400,$4.840,17.01%,5.63%,0.119,0.003,1.558,0.012,1.461,2.96%,143,308,39.10%,17.10%,21.39%,10.66%,13.04%,3238215162,Stress-Drawdown,56.30%,52.78%,3.525%,14,Uptrend – Strong,Calm,Scarce,Neutral,Calm - Downtrend,Downside,Unstable_Weak,$5.390,$6.54,$4.82,$6.093,$5.139,6.105,Monitor,Monitor – Better,Climbing,Inspect,Moderate,Neutral,Assured,Breakout,Financials ,Ordinary,XASX,MFF Capital Investments Limited Ordinary
MFG,7.96,11.55,Bearish,37,Negative,-0.59%,-2.54%,-3.32%,-6.63%,-19.29%,-17.56%,-12.71%,-16.50%,-5.06%,-15.75%,-10.86%,-14.47%,8.45,$8.350,$8.670,$8.740,$9.050,$10.470,$10.120,$10.030,$9.880,-52.08%,0.00%,-0.337,-0.045,3.437,-0.183,1.997,50.63%,173,267,12.70%,27.60%,10.00%,25.37%,-12.89%,2443275965,Trader Choice,39.10%,37.72%,1.382%,3,Fading – Weak,Low,Standard,Downside,Calm - Downtrend,Downside,Unstable_Weak,$8.450,$9.30,$6.31,$7.361,$7.454,5.664,Recheck,Recheck – Calm,Drop Phase,Faded,Weak,Balanced Value,Assured,Breakout Tilt,Financials ,Ordinary,XASX,Magellan Financial Group Limited Ordinary
MFOA,9.81,11.8,Bearish,43,Negative,-0.25%,0.00%,-0.88%,-0.88%,-0.49%,-1.66%,1.20%,-11.01%,-11.94%,-10.06%,-10.62%,-11.01%,10.1,$10.070,$10.100,$10.190,$10.190,$10.150,$11.350,$11.230,$11.350,-0.56%,0.12%,-0.111,-0.001,1.284,0.059,1.752,16.27%,1742,1433,11.80%,38.80%,10.00%,17.11%,-4.23%,0,Stress-Drawdown,29.90%,27.20%,2.702%,7,Sideways – Breaking,Calm,Scarce,Neutral,Calm - Downtrend,Downside,Unstable_Weak,$10.100,$11.11,$8.37,$9.673,$9.558,1.821,Weak,Weak – Calm,Drop Phase,Inspect,Strong,NA,Caution,Breakout Tilt,Financials ,ETF,XASX,Milford Australian Absolute Growth Complex ETF
MGA,0.056,0.15,Bullish,54,Positive,-8.54%,9.89%,1.01%,0.00%,-4.76%,5.26%,6.38%,12.36%,1.01%,-9.09%,12.36%,63.93%,0.1,$0.091,$0.091,$0.099,$0.100,$0.105,$0.089,$0.110,$0.061,-5.78%,2.39%,0.017,0.057,1.620,-0.027,2.841,13.50%,1370,448,33.40%,51.00%,20.00%,20.00%,8.55%,13782250.3,Stress-Drawdown,29.80%,29.50%,0.298%,1,Sideways – Better,Spiked,Scarce,Neutral,Medium - Fading,Downside,Unstable_Weak,$0.100,$0.12,$0.08,$0.109,$0.096,1.200,Weak,Weak – Calm,Stable,Inspect,Moderate,NA,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Metalsgrove Mining Ltd Ordinary
MGH,3.65,6.38,Bullish,66,Positive,0.86%,8.14%,16.00%,17.06%,9.62%,16.00%,19.92%,19.03%,34.60%,28.89%,31.01%,47.34%,6.38,$6.425,$5.900,$5.500,$5.450,$5.820,$5.360,$4.950,$4.330,57.83%,33.62%,0.423,0.151,3.737,0.030,2.055,3.44%,182,42,57.40%,19.90%,25.07%,10.00%,14.39%,2321566452,Trader Choice,76.70%,68.56%,8.143%,2,Uptrend – Better,Low,Standard,Rising,Calm - Fading,Neutral,Unstable_Weak,$6.380,$7.98,$5.74,$7.298,$5.658,5.616,Strong,Monitor – Active,Soaring,Improved,Strong,Balanced Value,Assured,Breakout,Industrials,Ordinary,XASX,Maas Group Holdings Limited Ordinary
MGL,0.19,0.265,Bearish,36,Negative,-1.28%,-9.52%,-20.83%,-13.64%,0.00%,-9.52%,-7.32%,-17.39%,-13.64%,-22.45%,-19.15%,-13.64%,0.19,$0.190,$0.210,$0.240,$0.220,$0.190,$0.230,$0.245,$0.220,-4.45%,0.00%,-0.162,-0.156,1.095,-0.019,2.451,38.73%,1442,1658,6.60%,57.10%,10.53%,30.62%,-4.62%,11007613.9,Stress-Trailing Stop,20.10%,20.77%,-0.672%,1,Fading – Breaking,Medium,Scarce,Fading,Medium - Fading,Downside,Unstable_Weak,$0.190,$0.21,$0.13,$0.181,$0.178,1.000,Weak,Weak – Drift,Drop Phase,Collapsed,Moderate,NA,Exposed,Neutral,Materials,Ordinary,XASX,Magontec Limited Ordinary
MGR,1.607,2.46,Bearish,40,Negative,1.14%,-0.57%,-4.90%,-2.79%,-8.64%,-3.59%,2.95%,-1.13%,2.65%,-2.79%,-15.70%,-25.11%,1.745,$1.780,$1.755,$1.835,$1.795,$1.910,$1.765,$1.795,$2.330,-9.92%,1.02%,-0.068,-0.057,2.721,0.324,1.627,19.11%,92,304,18.00%,26.00%,10.00%,12.94%,-2.49%,6765535232,Trader Choice,43.90%,39.64%,4.262%,1,Sideways – Soft,Calm,Fair,Fading,Medium - Fading,Fading,Unstable_Weak,$1.745,$1.92,$1.52,$1.702,$1.602,4.140,Recheck,Monitor – Better,Fading,Inspect,Moderate,NA,Assured,Breakout,Real Estate,Ordinary,XASX,Mirvac Group Ordinary/Units Stapled Securities
MGT,0.016,0.068,Bearish,40,Negative,2.94%,-5.56%,-15.00%,-10.53%,-5.56%,-10.53%,-5.56%,-32.00%,-34.62%,-57.50%,-67.31%,-72.58%,0.017,$0.018,$0.018,$0.020,$0.019,$0.018,$0.025,$0.040,$0.062,-12.27%,0.53%,-0.379,-0.092,1.706,-0.332,2.584,37.32%,1680,2107,5.10%,55.50%,45.00%,45.00%,-10.89%,4122255.6,Trader Choice,11.50%,13.59%,-2.088%,1,Fading – Breaking,Spiked,Scarce,Fading,Medium - Fading,Downside,Unstable_Weak,$0.017,$0.02,$0.01,$0.015,$0.017,1.287,Weak,Weak – Drift,Drop Phase,Collapsed,Fragile,NA,Exposed,Neutral,Materials,Ordinary,XASX,Magnetite Mines Limited Ordinary
MGU,0.004,0.013,Bearish,43,Negative,0.00%,9.09%,-14.29%,-20.00%,-25.00%,-33.33%,-7.69%,20.00%,-14.29%,20.00%,9.09%,-25.00%,0.006,$0.006,$0.006,$0.007,$0.008,$0.008,$0.005,$0.005,$0.008,-0.88%,2.04%,-0.181,-0.095,2.559,-0.117,2.493,36.99%,1254,1309,12.20%,51.80%,45.00%,45.00%,-7.12%,19278222,Trader Choice,28.70%,24.68%,4.017%,2,Fading – Soft,Medium,Fair,Downside,Medium - Fading,Downside,Unstable_Weak,$0.006,$0.01,$0.00,$0.006,$0.006,1.585,Weak,Weak – Better,Drop Phase,Faded,Strong,NA,Exposed,Breakdown Tilt,Materials,Ordinary,XASX,Magnum Mining and Exploration Limited Ordinary
MGX,0.32,0.495,Bearish,41,Negative,-2.18%,-2.86%,-4.23%,-10.53%,-6.85%,0.00%,1.49%,-4.23%,-11.69%,-8.11%,-20.00%,-5.56%,0.34,$0.335,$0.350,$0.355,$0.380,$0.365,$0.355,$0.370,$0.360,-22.70%,0.08%,-0.084,-0.080,1.681,-0.047,1.725,18.71%,438,420,11.60%,39.60%,11.14%,31.32%,-8.79%,395443715,Stress-Drawdown,32.10%,30.28%,1.822%,1,Sideways – Soft,Calm,Scarce,Fading,Medium - Fading,Downside,Unstable_Weak,$0.340,$0.38,$0.23,$0.310,$0.309,2.637,Weak,Weak – Calm,Drop Phase,Faded,Strong,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,MGX Resources Limited Ordinary
MHC,0.019,0.034,Bearish,37,Negative,-4.76%,-17.65%,-19.23%,-19.23%,-4.55%,-12.50%,-8.70%,-8.70%,-12.50%,-12.50%,-16.00%,-4.55%,0.021,$0.019,$0.026,$0.026,$0.026,$0.022,$0.023,$0.024,$0.022,-19.14%,0.00%,-0.093,-0.258,3.778,0.120,2.371,36.96%,1359,1017,18.60%,44.90%,45.00%,45.00%,-0.69%,14230061.4,Trader Choice,36.00%,36.39%,-0.388%,1,Sideways – Breaking,Medium,Standard,Fading,Medium - Fading,Neutral,Unstable_Weak,$0.021,$0.03,$0.01,$0.021,$0.018,1.453,Weak,Weak – Drift,Fading,Collapsed,Weak,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Manhattan Gold Corporation Limited Ordinary
MHJ,0.3,0.475,Bearish,40,Negative,0.02%,-2.94%,-12.00%,-5.71%,-2.94%,-5.71%,1.54%,3.13%,-9.59%,-23.26%,0.00%,-8.33%,0.33,$0.335,$0.340,$0.375,$0.350,$0.340,$0.320,$0.430,$0.360,-7.95%,0.24%,-0.092,-0.081,1.252,0.032,1.797,24.18%,684,1691,9.90%,47.00%,10.61%,24.46%,-4.36%,128922271,Stress-Drawdown,23.30%,23.73%,-0.432%,1,Sideways – Weak,Calm,Scarce,Fading,Medium - Fading,Downside,Unstable_Weak,$0.330,$0.36,$0.25,$0.316,$0.303,1.569,Weak,Weak – Drift,Drop Phase,Faded,Moderate,Assured Value,Caution,Breakout Tilt,Consumer Discretionary,Ordinary,XASX,Michael Hill International Limited Ordinary
MHK,0.04,0.195,Bullish,55,Positive,0.83%,9.89%,2.04%,-13.04%,5.26%,42.86%,42.86%,53.85%,28.21%,28.21%,-4.76%,-31.03%,0.1,$0.110,$0.091,$0.098,$0.115,$0.095,$0.065,$0.078,$0.145,1.17%,9.25%,0.498,-0.009,2.566,0.004,2.819,22.75%,1373,168,49.80%,52.00%,40.20%,20.00%,22.20%,13573186,Trader Choice,53.30%,44.92%,8.382%,2,Uptrend – Better,Spiked,Fair,Rising,Medium - Fading,Fading,Unstable_Weak,$0.100,$0.14,$0.08,$0.122,$0.096,1.149,Monitor,Weak – Active,Rising,Improved,Strong,Assured Value,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Metal Hawk Limited Ordinary
MHM,0.11,0.35,Bullish,59,Positive,-1.06%,15.00%,2.22%,4.55%,2.22%,43.75%,91.67%,91.67%,64.29%,53.33%,35.29%,53.33%,0.23,$0.230,$0.200,$0.225,$0.220,$0.225,$0.120,$0.150,$0.150,17.11%,11.00%,0.728,0.032,2.174,-0.011,2.761,7.69%,1404,196,55.80%,48.30%,40.48%,19.08%,23.45%,12226800,Trader Choice,54.00%,47.57%,6.433%,1,Surged – Strong,Spiked,Limited,Upside,Medium - Fading,Fading,Unstable_Weak,$0.230,$0.32,$0.19,$0.284,$0.205,1.000,Monitor,Recheck – Active,Soaring,Improved,Moderate,NA,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Mount Hope Mining Limited Ordinary
MHOT,119.08,147.18,Bearish,37,Negative,0.69%,-0.08%,-3.91%,-5.96%,-4.04%,-2.47%,4.09%,-9.00%,-8.97%,-6.29%,-10.86%,-6.03%,125.5,$126.080,$125.600,$130.600,$133.460,$130.790,$137.910,$133.920,$133.550,-32.54%,0.87%,-0.136,-0.041,1.251,0.061,1.605,23.51%,1742,1480,10.90%,40.50%,10.00%,17.24%,-4.56%,0,Stress-Drawdown,30.10%,27.82%,2.276%,2,Fading – Breaking,Calm,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$125.500,$138.05,$103.86,$119.771,$119.015,1.995,Weak,Weak – Calm,Drop Phase,Inspect,Moderate,NA,Caution,Breakout,Financials ,ETF,XASX,Vaneck Morningstar Wide Moat (AUD Hedged) ETF
MI6,0.2,1,Bullish,65,Positive,3.60%,6.82%,15.34%,4.44%,8.67%,23.68%,50.40%,1.08%,18.24%,52.85%,129.27%,358.54%,0.94,$0.950,$0.880,$0.815,$0.900,$0.865,$0.930,$0.615,$0.205,24.48%,32.62%,0.610,0.039,4.196,0.368,3.049,9.00%,188,22,66.90%,33.10%,23.07%,11.56%,14.54%,2158328750,Trader Choice,83.10%,69.72%,13.377%,1,Surged – Calm,Volatile,Available,Upside,Medium - Fading,Fading,Unstable_Weak,$0.940,$1.16,$0.83,$1.077,$0.737,5.169,Strong,Monitor – Active,Peak,Inspect,Strong,NA,Balanced,Breakout Tilt,Materials,Ordinary,XASX,Minerals 260 Limited Ordinary
MICH,2.93,3.54,Bearish,41,Negative,0.00%,1.02%,-1.98%,-2.30%,-3.26%,-4.19%,-4.81%,-13.66%,-12.65%,-10.27%,-6.60%,-3.26%,2.97,$2.960,$2.940,$3.030,$3.040,$3.070,$3.440,$3.310,$3.070,-32.73%,0.17%,-0.198,0.019,1.213,0.051,1.471,15.46%,1742,1720,9.80%,36.70%,10.00%,21.31%,-7.87%,0,Stress-Drawdown,28.80%,26.16%,2.641%,12,Fading – Breaking,Calm,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$2.970,$3.27,$2.34,$2.736,$2.858,1.648,Weak,Weak – Calm,Drop Phase,Inspect,Strong,NA,Balanced,Breakout,Financials ,ETF,XASX,Magellan Infra Fund (Currency Hedged) - Active ETF
MIDS,8.63,10.75,Neutral,42,Negative,0.59%,-0.39%,-3.41%,-3.32%,-2.67%,-2.76%,1.69%,0.00%,3.45%,16.31%,8.97%,NA,10.2,$10.260,$10.240,$10.560,$10.550,$10.480,$10.200,$8.770,$0.000,0.61%,1.20%,-0.004,-0.037,1.234,0.062,1.454,12.99%,1742,849,15.40%,36.00%,10.00%,10.92%,1.64%,0,Stress-Drawdown,35.10%,34.88%,0.217%,1,Sideways – Calm,Calm,Scarce,Fading,Calm - Downtrend,Downside,Unstable_Weak,$10.200,$11.22,$9.09,$10.367,$9.651,1.823,Recheck,Weak – Calm,Fading,Faded,Weak,NA,Balanced,Breakout,Financials ,ETF,XASX,Antipodes Global Smid Active ETF
